participant_id,group,song_id,song_title,mix_id,stimulus_id,original_mix_name,episode,episode_label,presentation_order,expected_rating,rating,comment,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,z_RMS,z_CF,z_SW,z_SI,z_SI_role
P001,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,FM-1,FM-1 - Maintaining Engagement During an Activity,1,66.11018810159197,67.69558501235912,Synthetic placeholder comment - real study requires a qualitative response.,0.0591329820454,16.9195213318,0.0170932952315,-0.0129087874666,-0.0024436394808062586,-0.3677713699084406,-1.2816942263900757,-0.19244603347622857,optional_qc_sensitivity_predictor
P001,group_01,lead_me,Lead Me,mix_271852ba8676,lead_me_du_e,DU-E,FM-1,FM-1 - Maintaining Engagement During an Activity,2,72.15350797956143,78.4094119192348,Synthetic placeholder comment - real study requires a qualitative response.,0.0543773770332,19.2538223267,0.0430038608611,0.0436125770211,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888,optional_qc_sensitivity_predictor
P001,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,FM-1,FM-1 - Maintaining Engagement During an Activity,3,73.15400749405266,70.06054209685028,Synthetic placeholder comment - real study requires a qualitative response.,0.0625870004296,13.8143320084,0.117576912045,-0.0521329641342,0.7402857811167308,-1.5487174220553621,0.3280479404435016,-1.017146833506479,optional_qc_sensitivity_predictor
P001,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,FM-1,FM-1 - Maintaining Engagement During an Activity,4,70.59854325336904,75.16629562894316,Synthetic placeholder comment - real study requires a qualitative response.,0.0588876381516,15.6746520996,0.149041607976,0.109930999577,-0.05520077850553647,-0.8412121981784734,0.8321106863211235,2.390299590706203,optional_qc_sensitivity_predictor
P001,group_01,lead_me,Lead Me,mix_d3e3580b6e30,lead_me_mcg_pro2,McG-pro2,FM-1,FM-1 - Maintaining Engagement During an Activity,5,70.02116568373908,63.40190627307257,Synthetic placeholder comment - real study requires a qualitative response.,0.0730051249266,20.1463222504,0.0392760001123,-0.00143597240094,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824005,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-1,EDR-1 - Enjoying Free Time,1,70.7756319854799,75.64535679333572,Synthetic placeholder comment - real study requires a qualitative response.,0.0551121532917,16.2593574524,0.0769432634115,-0.0537673681974,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-1,EDR-1 - Enjoying Free Time,2,71.53117962168051,66.83715621965327,Synthetic placeholder comment - real study requires a qualitative response.,0.0606486909091,15.0860643387,0.0243665315211,-0.00842856336385,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.09824789559906681,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-1,EDR-1 - Enjoying Free Time,3,74.7948805277764,74.91982171505327,Synthetic placeholder comment - real study requires a qualitative response.,0.0574779175222,17.4848575592,0.146866813302,0.0736307501793,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517935,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-1,EDR-1 - Enjoying Free Time,4,71.55571438190886,76.36318097096795,Synthetic placeholder comment - real study requires a qualitative response.,0.0565126091242,16.3633155823,0.0668171644211,0.0607972890139,-0.5659114167269081,-0.579304038497624,-0.48512050152926534,1.357247686182373,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-1,EDR-1 - Enjoying Free Time,5,73.83230445339493,78.29761621369437,Synthetic placeholder comment - real study requires a qualitative response.,0.0616230294108,14.7642059326,0.049424380064,0.0224525164813,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-2,EDR-2 - Unwinding After a Demanding Period,1,71.2948805277764,67.06189740733487,Synthetic placeholder comment - real study requires a qualitative response.,0.0574779175222,17.4848575592,0.146866813302,0.0736307501793,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517935,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-2,EDR-2 - Unwinding After a Demanding Period,2,70.33230445339493,69.53512234433093,Synthetic placeholder comment - real study requires a qualitative response.,0.0616230294108,14.7642059326,0.049424380064,0.0224525164813,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-2,EDR-2 - Unwinding After a Demanding Period,3,68.03117962168051,51.15783528210021,Synthetic placeholder comment - real study requires a qualitative response.,0.0606486909091,15.0860643387,0.0243665315211,-0.00842856336385,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.09824789559906681,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-2,EDR-2 - Unwinding After a Demanding Period,4,67.2756319854799,52.80450726124903,Synthetic placeholder comment - real study requires a qualitative response.,0.0551121532917,16.2593574524,0.0769432634115,-0.0537673681974,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-2,EDR-2 - Unwinding After a Demanding Period,5,68.05571438190886,54.82871825836483,Synthetic placeholder comment - real study requires a qualitative response.,0.0565126091242,16.3633155823,0.0668171644211,0.0607972890139,-0.5659114167269081,-0.579304038497624,-0.48512050152926534,1.357247686182373,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,FM-1,FM-1 - Maintaining Engagement During an Activity,1,70.55571438190886,61.500923828308245,Synthetic placeholder comment - real study requires a qualitative response.,0.0565126091242,16.3633155823,0.0668171644211,0.0607972890139,-0.5659114167269081,-0.579304038497624,-0.48512050152926534,1.357247686182373,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,FM-1,FM-1 - Maintaining Engagement During an Activity,2,70.53117962168051,66.74955408128662,Synthetic placeholder comment - real study requires a qualitative response.,0.0606486909091,15.0860643387,0.0243665315211,-0.00842856336385,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.09824789559906681,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,FM-1,FM-1 - Maintaining Engagement During an Activity,3,72.83230445339493,85.82458743125558,Synthetic placeholder comment - real study requires a qualitative response.,0.0616230294108,14.7642059326,0.049424380064,0.0224525164813,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,FM-1,FM-1 - Maintaining Engagement During an Activity,4,69.7756319854799,66.21299227486564,Synthetic placeholder comment - real study requires a qualitative response.,0.0551121532917,16.2593574524,0.0769432634115,-0.0537673681974,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117,optional_qc_sensitivity_predictor
P001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,FM-1,FM-1 - Maintaining Engagement During an Activity,5,73.7948805277764,81.17003621244726,Synthetic placeholder comment - real study requires a qualitative response.,0.0574779175222,17.4848575592,0.146866813302,0.0736307501793,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517935,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,EDR-1,EDR-1 - Enjoying Free Time,1,53.8943480507977,50.50401729179208,Synthetic placeholder comment - real study requires a qualitative response.,0.0503131300211,22.9316368103,0.130904406309,-0.0380811542273,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,EDR-1,EDR-1 - Enjoying Free Time,2,64.33656827926873,72.73964965384269,Synthetic placeholder comment - real study requires a qualitative response.,0.0623472034931,18.601518631,0.0428314469755,0.0354086197913,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,EDR-1,EDR-1 - Enjoying Free Time,3,58.828263878612056,41.55505964668857,Synthetic placeholder comment - real study requires a qualitative response.,0.0560023784637,14.1143035889,0.212649226189,-0.0385963246226,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,EDR-1,EDR-1 - Enjoying Free Time,4,62.62572414352595,66.96996057898453,Synthetic placeholder comment - real study requires a qualitative response.,0.0560294315219,17.366355896,0.000543582602404,0.000562923552934,-0.6698107538710293,-0.19783406187435368,-1.5468197375217057,0.09080097894005074,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,EDR-1,EDR-1 - Enjoying Free Time,5,59.58177106828953,61.9591270916123,Synthetic placeholder comment - real study requires a qualitative response.,0.0539390221238,22.5979270935,0.15773075819,0.0170408543199,-1.1193186569455127,1.7918041562064677,0.9713104079970216,0.43725471846710723,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,EDR-2,EDR-2 - Unwinding After a Demanding Period,1,59.12572414352595,61.45248625707299,Synthetic placeholder comment - real study requires a qualitative response.,0.0560294315219,17.366355896,0.000543582602404,0.000562923552934,-0.6698107538710293,-0.19783406187435368,-1.5468197375217057,0.09080097894005074,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,EDR-2,EDR-2 - Unwinding After a Demanding Period,2,56.08177106828953,56.30029252352396,Synthetic placeholder comment - real study requires a qualitative response.,0.0539390221238,22.5979270935,0.15773075819,0.0170408543199,-1.1193186569455127,1.7918041562064677,0.9713104079970216,0.43725471846710723,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,EDR-2,EDR-2 - Unwinding After a Demanding Period,3,50.3943480507977,66.41213696400686,Synthetic placeholder comment - real study requires a qualitative response.,0.0503131300211,22.9316368103,0.130904406309,-0.0380811542273,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,EDR-2,EDR-2 - Unwinding After a Demanding Period,4,55.328263878612056,52.93470760388181,Synthetic placeholder comment - real study requires a qualitative response.,0.0560023784637,14.1143035889,0.212649226189,-0.0385963246226,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,EDR-2,EDR-2 - Unwinding After a Demanding Period,5,60.83656827926873,50.601593353050085,Synthetic placeholder comment - real study requires a qualitative response.,0.0623472034931,18.601518631,0.0428314469755,0.0354086197913,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,FM-1,FM-1 - Maintaining Engagement During an Activity,1,57.828263878612056,71.42013963101643,Synthetic placeholder comment - real study requires a qualitative response.,0.0560023784637,14.1143035889,0.212649226189,-0.0385963246226,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,FM-1,FM-1 - Maintaining Engagement During an Activity,2,61.62572414352595,69.97683660267174,Synthetic placeholder comment - real study requires a qualitative response.,0.0560294315219,17.366355896,0.000543582602404,0.000562923552934,-0.6698107538710293,-0.19783406187435368,-1.5468197375217057,0.09080097894005074,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,FM-1,FM-1 - Maintaining Engagement During an Activity,3,63.33656827926873,66.90527887076382,Synthetic placeholder comment - real study requires a qualitative response.,0.0623472034931,18.601518631,0.0428314469755,0.0354086197913,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,FM-1,FM-1 - Maintaining Engagement During an Activity,4,58.58177106828953,73.21479998048514,Synthetic placeholder comment - real study requires a qualitative response.,0.0539390221238,22.5979270935,0.15773075819,0.0170408543199,-1.1193186569455127,1.7918041562064677,0.9713104079970216,0.43725471846710723,optional_qc_sensitivity_predictor
P002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,FM-1,FM-1 - Maintaining Engagement During an Activity,5,52.8943480507977,41.00671750756919,Synthetic placeholder comment - real study requires a qualitative response.,0.0503131300211,22.9316368103,0.130904406309,-0.0380811542273,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,EDR-1,EDR-1 - Enjoying Free Time,1,59.80441589394261,55.90631786238493,Synthetic placeholder comment - real study requires a qualitative response.,0.0587656274438,20.841550827,0.217380493879,-0.0455747283995,-0.0814371595061495,1.1238301932737937,1.9268959832781918,-0.8792578396079359,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,EDR-1,EDR-1 - Enjoying Free Time,2,68.65483370624801,54.88797223068492,Synthetic placeholder comment - real study requires a qualitative response.,0.0612343810499,19.9389343262,0.147577553988,-0.0265915170312,0.44942739635272866,0.780552768870155,0.8086566197405122,-0.4801297779726206,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,EDR-1,EDR-1 - Enjoying Free Time,3,57.98573790885932,64.33724737700337,Synthetic placeholder comment - real study requires a qualitative response.,0.060190629214,16.5152053833,0.14739459753,-0.0638295859098,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,EDR-1,EDR-1 - Enjoying Free Time,4,66.02151892303344,63.79929195204571,Synthetic placeholder comment - real study requires a qualitative response.,0.0600788630545,20.8109931946,0.0795278027654,-0.0483895651996,0.20095239832163123,1.112208706920678,-0.28149675510135486,-0.9384406793312381,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,EDR-1,EDR-1 - Enjoying Free Time,5,56.85097157160982,42.142908626583235,Synthetic placeholder comment - real study requires a qualitative response.,0.0646217316389,18.2459716797,0.0750391855836,-0.0488145165145,1.1778210122747859,0.13669587462215274,-0.3534041622732912,-0.9473754159948485,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,EDR-2,EDR-2 - Unwinding After a Demanding Period,1,56.30441589394261,64.68568157288642,Synthetic placeholder comment - real study requires a qualitative response.,0.0587656274438,20.841550827,0.217380493879,-0.0455747283995,-0.0814371595061495,1.1238301932737937,1.9268959832781918,-0.8792578396079359,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,EDR-2,EDR-2 - Unwinding After a Demanding Period,2,53.35097157160982,73.31828048852768,Synthetic placeholder comment - real study requires a qualitative response.,0.0646217316389,18.2459716797,0.0750391855836,-0.0488145165145,1.1778210122747859,0.13669587462215274,-0.3534041622732912,-0.9473754159948485,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,EDR-2,EDR-2 - Unwinding After a Demanding Period,3,65.15483370624801,94.29345836632132,Synthetic placeholder comment - real study requires a qualitative response.,0.0612343810499,19.9389343262,0.147577553988,-0.0265915170312,0.44942739635272866,0.780552768870155,0.8086566197405122,-0.4801297779726206,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,EDR-2,EDR-2 - Unwinding After a Demanding Period,4,54.48573790885932,58.62983224161928,Synthetic placeholder comment - real study requires a qualitative response.,0.060190629214,16.5152053833,0.14739459753,-0.0638295859098,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,EDR-2,EDR-2 - Unwinding After a Demanding Period,5,62.52151892303344,52.6261377227148,Synthetic placeholder comment - real study requires a qualitative response.,0.0600788630545,20.8109931946,0.0795278027654,-0.0483895651996,0.20095239832163123,1.112208706920678,-0.28149675510135486,-0.9384406793312381,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,FM-1,FM-1 - Maintaining Engagement During an Activity,1,55.85097157160982,47.72156061850656,Synthetic placeholder comment - real study requires a qualitative response.,0.0646217316389,18.2459716797,0.0750391855836,-0.0488145165145,1.1778210122747859,0.13669587462215274,-0.3534041622732912,-0.9473754159948485,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,FM-1,FM-1 - Maintaining Engagement During an Activity,2,58.80441589394261,54.65084329214576,Synthetic placeholder comment - real study requires a qualitative response.,0.0587656274438,20.841550827,0.217380493879,-0.0455747283995,-0.0814371595061495,1.1238301932737937,1.9268959832781918,-0.8792578396079359,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,FM-1,FM-1 - Maintaining Engagement During an Activity,3,67.65483370624801,61.53386571564993,Synthetic placeholder comment - real study requires a qualitative response.,0.0612343810499,19.9389343262,0.147577553988,-0.0265915170312,0.44942739635272866,0.780552768870155,0.8086566197405122,-0.4801297779726206,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,FM-1,FM-1 - Maintaining Engagement During an Activity,4,65.02151892303344,63.61361005886959,Synthetic placeholder comment - real study requires a qualitative response.,0.0600788630545,20.8109931946,0.0795278027654,-0.0483895651996,0.20095239832163123,1.112208706920678,-0.28149675510135486,-0.9384406793312381,optional_qc_sensitivity_predictor
P002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,FM-1,FM-1 - Maintaining Engagement During an Activity,5,56.98573790885932,67.64554021673575,Synthetic placeholder comment - real study requires a qualitative response.,0.060190629214,16.5152053833,0.14739459753,-0.0638295859098,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,EDR-1,EDR-1 - Enjoying Free Time,1,70.67606103000819,60.31952350175007,Synthetic placeholder comment - real study requires a qualitative response.,0.0591329820454,16.9195213318,0.0170932952315,-0.0129087874666,-0.0024436394808062586,-0.3677713699084406,-1.2816942263900757,-0.19244603347622857,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,EDR-1,EDR-1 - Enjoying Free Time,2,77.71988042246888,60.97305097542531,Synthetic placeholder comment - real study requires a qualitative response.,0.0625870004296,13.8143320084,0.117576912045,-0.0521329641342,0.7402857811167308,-1.5487174220553621,0.3280479404435016,-1.017146833506479,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_271852ba8676,lead_me_du_e,DU-E,EDR-1,EDR-1 - Enjoying Free Time,3,76.71938090797764,71.85630181724433,Synthetic placeholder comment - real study requires a qualitative response.,0.0543773770332,19.2538223267,0.0430038608611,0.0436125770211,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_d3e3580b6e30,lead_me_mcg_pro2,McG-pro2,EDR-1,EDR-1 - Enjoying Free Time,4,74.5870386121553,74.0492131039721,Synthetic placeholder comment - real study requires a qualitative response.,0.0730051249266,20.1463222504,0.0392760001123,-0.00143597240094,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824005,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,EDR-1,EDR-1 - Enjoying Free Time,5,75.16441618178526,92.84371531758408,Synthetic placeholder comment - real study requires a qualitative response.,0.0588876381516,15.6746520996,0.149041607976,0.109930999577,-0.05520077850553647,-0.8412121981784734,0.8321106863211235,2.390299590706203,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,EDR-2,EDR-2 - Unwinding After a Demanding Period,1,71.66441618178526,92.9491135061369,Synthetic placeholder comment - real study requires a qualitative response.,0.0588876381516,15.6746520996,0.149041607976,0.109930999577,-0.05520077850553647,-0.8412121981784734,0.8321106863211235,2.390299590706203,optional_qc_sensitivity_predictor
P003,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,EDR-2,EDR-2 - Unwinding After a Demanding Period,2,67.17606103000819,58.96219423776432,Synthetic placeholder comment - real study requires a qualitative response.,0.0591329820454,16.9195213318,0.0170932952315,-0.0129087874666,-0.0024436394808062586,-0.3677713699084406,-1.2816942263900757,-0.19244603347622857,optional_qc_sensitivity_predictor
