participant_id,group,song_id,episode,highest_rating,highest_rated_mix,highest_rated_stimulus,is_tie,n_joint_winners
P004,group_02,pouring_room,FM-1,73.57507112665103,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P005,group_01,lead_me,EDR-1,74.84499622638589,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P005,group_01,lead_me,EDR-2,78.52581922887701,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P005,group_01,lead_me,FM-1,60.325900866720346,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P005,group_01,id_like_to_know,EDR-1,59.91380499724333,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P005,group_01,id_like_to_know,EDR-2,70.91684456372032,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P005,group_01,id_like_to_know,FM-1,61.75954628999618,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P006,group_02,in_the_meantime,EDR-1,72.19912759324652,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P006,group_02,in_the_meantime,EDR-2,71.2577100049568,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P006,group_02,in_the_meantime,FM-1,74.23945102128374,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P006,group_02,pouring_room,EDR-1,72.19275362831317,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P006,group_02,pouring_room,EDR-2,70.88077392545004,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P006,group_02,pouring_room,FM-1,80.66955483404065,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P007,group_01,lead_me,EDR-1,81.15927263210888,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P007,group_01,lead_me,EDR-2,84.40059138337634,mix_271852ba8676,lead_me_du_e,False,1
P007,group_01,lead_me,FM-1,82.42370964124588,mix_f1f7973e5bac,lead_me_du_d,False,1
P007,group_01,id_like_to_know,EDR-1,79.35886104188569,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P007,group_01,id_like_to_know,EDR-2,75.0845528740649,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P007,group_01,id_like_to_know,FM-1,92.39269721244419,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P008,group_02,in_the_meantime,EDR-1,78.4672100280701,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P008,group_02,in_the_meantime,EDR-2,69.38924218372959,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P008,group_02,in_the_meantime,FM-1,76.72783124420258,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P008,group_02,pouring_room,EDR-1,80.10664145444947,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P008,group_02,pouring_room,EDR-2,75.80579003148615,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P008,group_02,pouring_room,FM-1,78.1302069008119,mix_be2ccd4c43ff,pouring_room_mcg_t,False,1
P009,group_01,lead_me,EDR-1,81.74574051518205,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P009,group_01,lead_me,EDR-2,74.80936727098413,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P009,group_01,lead_me,FM-1,76.74465875880388,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P009,group_01,id_like_to_know,EDR-1,81.93238272104499,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P009,group_01,id_like_to_know,EDR-2,85.47329137794767,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P009,group_01,id_like_to_know,FM-1,62.88904657021258,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P010,group_02,in_the_meantime,EDR-1,75.18117927193427,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P010,group_02,in_the_meantime,EDR-2,77.86660674609135,mix_9baa86357fd4,in_the_meantime_du_i,False,1
P010,group_02,in_the_meantime,FM-1,65.74729149033614,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P010,group_02,pouring_room,EDR-1,76.80620749871763,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P010,group_02,pouring_room,EDR-2,72.96889017208562,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P010,group_02,pouring_room,FM-1,81.55064312341918,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P011,group_01,lead_me,EDR-1,83.52667406150707,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P011,group_01,lead_me,EDR-2,88.60929801812216,mix_f1f7973e5bac,lead_me_du_d,False,1
P011,group_01,lead_me,FM-1,81.27429464685999,mix_271852ba8676,lead_me_du_e,False,1
P011,group_01,id_like_to_know,EDR-1,87.63128815011167,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P011,group_01,id_like_to_know,EDR-2,79.6971231915382,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P011,group_01,id_like_to_know,FM-1,95.47935980985835,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P012,group_02,in_the_meantime,EDR-1,76.71342349694476,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P012,group_02,in_the_meantime,EDR-2,77.25851248748533,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P012,group_02,in_the_meantime,FM-1,90.35827646321862,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P012,group_02,pouring_room,EDR-1,90.34100686591016,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P012,group_02,pouring_room,EDR-2,93.17488874138522,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P012,group_02,pouring_room,FM-1,79.65395911975133,mix_0ba76f420c1d,pouring_room_mcg_r,False,1
P013,group_01,lead_me,EDR-1,79.87378125987631,mix_f1f7973e5bac,lead_me_du_d,False,1
P013,group_01,lead_me,EDR-2,68.54181331170595,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P013,group_01,lead_me,FM-1,84.75580541222635,mix_271852ba8676,lead_me_du_e,False,1
P013,group_01,id_like_to_know,EDR-1,83.27264972239655,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P013,group_01,id_like_to_know,EDR-2,66.28054970827124,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P013,group_01,id_like_to_know,FM-1,89.17307314382205,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P014,group_02,in_the_meantime,EDR-1,95.39782370351821,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P014,group_02,in_the_meantime,EDR-2,90.29955915325297,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P014,group_02,in_the_meantime,FM-1,77.25096139829814,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P014,group_02,pouring_room,EDR-1,91.20776179478302,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P014,group_02,pouring_room,EDR-2,100.0,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P014,group_02,pouring_room,FM-1,88.17251848024537,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P015,group_01,lead_me,EDR-1,77.93306273297179,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P015,group_01,lead_me,EDR-2,82.08550499614498,mix_271852ba8676,lead_me_du_e,False,1
P015,group_01,lead_me,FM-1,79.93069298663708,mix_271852ba8676,lead_me_du_e,False,1
P015,group_01,id_like_to_know,EDR-1,79.7155428346364,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P015,group_01,id_like_to_know,EDR-2,86.24643122057913,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P015,group_01,id_like_to_know,FM-1,77.32090591030268,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P016,group_02,in_the_meantime,EDR-1,74.08871126689908,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P016,group_02,in_the_meantime,EDR-2,80.25804665046994,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P016,group_02,in_the_meantime,FM-1,80.92294131110532,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P016,group_02,pouring_room,EDR-1,77.50050921614942,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P016,group_02,pouring_room,EDR-2,81.25700547874852,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P016,group_02,pouring_room,FM-1,67.07091135413566,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P017,group_01,lead_me,EDR-1,75.1084009097192,mix_f1f7973e5bac,lead_me_du_d,False,1
P017,group_01,lead_me,EDR-2,78.56782674699282,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P017,group_01,lead_me,FM-1,79.49576885226718,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P017,group_01,id_like_to_know,EDR-1,73.4602135682097,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P017,group_01,id_like_to_know,EDR-2,74.24819405218446,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P017,group_01,id_like_to_know,FM-1,71.33454872207174,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P018,group_02,in_the_meantime,EDR-1,80.59976234059644,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P018,group_02,in_the_meantime,EDR-2,75.78118525222621,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P018,group_02,in_the_meantime,FM-1,85.33169688776503,mix_9baa86357fd4,in_the_meantime_du_i,False,1
P018,group_02,pouring_room,EDR-1,75.75634456524652,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P018,group_02,pouring_room,EDR-2,64.01014099946995,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P018,group_02,pouring_room,FM-1,67.8377730461466,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P019,group_01,lead_me,EDR-1,75.9085844604896,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P019,group_01,lead_me,EDR-2,85.13788281225624,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P019,group_01,lead_me,FM-1,85.1044275615959,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P019,group_01,id_like_to_know,EDR-1,82.3190872790177,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P019,group_01,id_like_to_know,EDR-2,95.52515193105845,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P019,group_01,id_like_to_know,FM-1,92.74776386583204,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P020,group_02,in_the_meantime,EDR-1,85.57047824268648,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P020,group_02,in_the_meantime,EDR-2,79.72266941667928,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P020,group_02,in_the_meantime,FM-1,83.26009642389589,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P020,group_02,pouring_room,EDR-1,77.77084184891787,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P020,group_02,pouring_room,EDR-2,95.5045023923118,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P020,group_02,pouring_room,FM-1,73.01697855487372,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P021,group_01,lead_me,EDR-1,75.4050144300617,mix_271852ba8676,lead_me_du_e,False,1
P021,group_01,lead_me,EDR-2,68.0426572311726,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P021,group_01,lead_me,FM-1,72.4243449749555,mix_d3e3580b6e30,lead_me_mcg_pro2,False,1
P021,group_01,id_like_to_know,EDR-1,85.58277938151491,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P021,group_01,id_like_to_know,EDR-2,71.5965277578442,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P021,group_01,id_like_to_know,FM-1,77.44072661767693,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P022,group_02,in_the_meantime,EDR-1,64.4704997184988,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P022,group_02,in_the_meantime,EDR-2,67.1077583858882,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P022,group_02,in_the_meantime,FM-1,78.08534870117238,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P022,group_02,pouring_room,EDR-1,79.58405659336546,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P022,group_02,pouring_room,EDR-2,72.40239268713916,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P022,group_02,pouring_room,FM-1,83.17470951689143,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P023,group_01,lead_me,EDR-1,93.48163913930043,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P023,group_01,lead_me,EDR-2,91.44736162018356,mix_271852ba8676,lead_me_du_e,False,1
P023,group_01,lead_me,FM-1,100.0,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P023,group_01,id_like_to_know,EDR-1,81.79406336155132,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P023,group_01,id_like_to_know,EDR-2,83.34763098242193,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P023,group_01,id_like_to_know,FM-1,93.69016348308197,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P024,group_02,in_the_meantime,EDR-1,73.67263963025893,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P024,group_02,in_the_meantime,EDR-2,77.28588376884423,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P024,group_02,in_the_meantime,FM-1,72.22970585492874,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P024,group_02,pouring_room,EDR-1,81.6480209876602,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P024,group_02,pouring_room,EDR-2,82.4895984095895,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P024,group_02,pouring_room,FM-1,81.25732493273146,mix_0ba76f420c1d,pouring_room_mcg_r,False,1
P025,group_01,lead_me,EDR-1,78.59160231023967,mix_f1f7973e5bac,lead_me_du_d,False,1
P025,group_01,lead_me,EDR-2,79.5191840006081,mix_f1f7973e5bac,lead_me_du_d,False,1
P025,group_01,lead_me,FM-1,84.82006980701058,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P025,group_01,id_like_to_know,EDR-1,68.08201599581601,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P025,group_01,id_like_to_know,EDR-2,73.97737861379171,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P025,group_01,id_like_to_know,FM-1,83.24831021844662,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P026,group_02,in_the_meantime,EDR-1,89.17730757716873,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P026,group_02,in_the_meantime,EDR-2,65.03333541937604,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P026,group_02,in_the_meantime,FM-1,72.95216605835505,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P026,group_02,pouring_room,EDR-1,87.06327577547789,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P026,group_02,pouring_room,EDR-2,76.2530418584278,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P026,group_02,pouring_room,FM-1,73.42349156552713,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P027,group_01,lead_me,EDR-1,92.81060643582423,mix_f1f7973e5bac,lead_me_du_d,False,1
P027,group_01,lead_me,EDR-2,75.10391730641103,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P027,group_01,lead_me,FM-1,89.8157605190705,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P027,group_01,id_like_to_know,EDR-1,80.55414892931358,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P027,group_01,id_like_to_know,EDR-2,87.52269783896271,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P027,group_01,id_like_to_know,FM-1,84.31263694686396,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P028,group_02,in_the_meantime,EDR-1,85.17286751964772,mix_9baa86357fd4,in_the_meantime_du_i,False,1
P028,group_02,in_the_meantime,EDR-2,75.78002751794466,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P028,group_02,in_the_meantime,FM-1,80.72269802767597,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P028,group_02,pouring_room,EDR-1,80.42341627747338,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P028,group_02,pouring_room,EDR-2,92.12720268517023,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P028,group_02,pouring_room,FM-1,78.6757811225925,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P029,group_01,lead_me,EDR-1,83.78356778960033,mix_f1f7973e5bac,lead_me_du_d,False,1
P029,group_01,lead_me,EDR-2,98.62558702096838,mix_f1f7973e5bac,lead_me_du_d,False,1
P029,group_01,lead_me,FM-1,94.56111172900228,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P029,group_01,id_like_to_know,EDR-1,78.0180325955579,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P029,group_01,id_like_to_know,EDR-2,68.38093945492614,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P029,group_01,id_like_to_know,FM-1,83.92606690870673,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P030,group_02,in_the_meantime,EDR-1,82.6833757281735,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P030,group_02,in_the_meantime,EDR-2,83.15250411661978,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P030,group_02,in_the_meantime,FM-1,82.08228247670414,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P030,group_02,pouring_room,EDR-1,96.41113541096927,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P030,group_02,pouring_room,EDR-2,73.68142682527073,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P030,group_02,pouring_room,FM-1,89.91473085969233,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P031,group_01,lead_me,EDR-1,100.0,mix_f1f7973e5bac,lead_me_du_d,False,1
P031,group_01,lead_me,EDR-2,93.5604596124376,mix_271852ba8676,lead_me_du_e,False,1
P031,group_01,lead_me,FM-1,84.13967084691159,mix_271852ba8676,lead_me_du_e,False,1
P031,group_01,id_like_to_know,EDR-1,97.43503030464042,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P031,group_01,id_like_to_know,EDR-2,100.0,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P031,group_01,id_like_to_know,FM-1,100.0,mix_6f8b655d7999 | mix_9ffcd672af17,id_like_to_know_pxl_s2 | id_like_to_know_pxl_s1,True,2
P032,group_02,in_the_meantime,EDR-1,79.29065342276893,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P032,group_02,in_the_meantime,EDR-2,71.64725581453935,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P032,group_02,in_the_meantime,FM-1,83.85680409971349,mix_cdaef40f2b94,in_the_meantime_qut_pro,False,1
P032,group_02,pouring_room,EDR-1,77.0228218116677,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P032,group_02,pouring_room,EDR-2,63.997984898439526,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P032,group_02,pouring_room,FM-1,74.17099157920525,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P033,group_01,lead_me,EDR-1,87.59347080149254,mix_f1f7973e5bac,lead_me_du_d,False,1
P033,group_01,lead_me,EDR-2,76.23808213115282,mix_271852ba8676,lead_me_du_e,False,1
P033,group_01,lead_me,FM-1,77.4071194137423,mix_f1f7973e5bac,lead_me_du_d,False,1
P033,group_01,id_like_to_know,EDR-1,74.83483340438228,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P033,group_01,id_like_to_know,EDR-2,75.90363998212553,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P033,group_01,id_like_to_know,FM-1,68.75187080188911,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P034,group_02,in_the_meantime,EDR-1,62.491563362067424,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P034,group_02,in_the_meantime,EDR-2,61.188154722321514,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P034,group_02,in_the_meantime,FM-1,72.44341604104676,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P034,group_02,pouring_room,EDR-1,78.11901914442947,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P034,group_02,pouring_room,EDR-2,65.77086273742019,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P034,group_02,pouring_room,FM-1,65.09283294602822,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P035,group_01,lead_me,EDR-1,89.86632404525642,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P035,group_01,lead_me,EDR-2,79.68149780283309,mix_d5b28dfc8a93,lead_me_pxl_l1,False,1
P035,group_01,lead_me,FM-1,78.52629686752442,mix_f1f7973e5bac,lead_me_du_d,False,1
P035,group_01,id_like_to_know,EDR-1,82.09642897115594,mix_6f8b655d7999,id_like_to_know_pxl_s2,False,1
P035,group_01,id_like_to_know,EDR-2,85.67025370720866,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P035,group_01,id_like_to_know,FM-1,83.11088233734809,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P036,group_02,in_the_meantime,EDR-1,86.46131544760419,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P036,group_02,in_the_meantime,EDR-2,89.2062030227637,mix_c7bdcba64775,in_the_meantime_qut_b,False,1
P036,group_02,in_the_meantime,FM-1,81.97443539587249,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P036,group_02,pouring_room,EDR-1,92.18549977253156,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P036,group_02,pouring_room,EDR-2,80.23229077150027,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P036,group_02,pouring_room,FM-1,88.65173527786715,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P037,group_01,lead_me,EDR-1,77.20682778806581,mix_f1f7973e5bac,lead_me_du_d,False,1
P037,group_01,lead_me,EDR-2,68.8513471108901,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P037,group_01,lead_me,FM-1,69.2855587411926,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P037,group_01,id_like_to_know,EDR-1,90.47463885124363,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P037,group_01,id_like_to_know,EDR-2,71.0917705163558,mix_65f41f41d3ab,id_like_to_know_pxl_s3,False,1
P037,group_01,id_like_to_know,FM-1,85.65577762687123,mix_b393d3919c78,id_like_to_know_pxl_s7,False,1
P038,group_02,in_the_meantime,EDR-1,66.66794245934943,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P038,group_02,in_the_meantime,EDR-2,66.82663264238172,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P038,group_02,in_the_meantime,FM-1,66.89267221865025,mix_56e65a3ce054,in_the_meantime_du_k,False,1
P038,group_02,pouring_room,EDR-1,70.33159509139591,mix_be2ccd4c43ff,pouring_room_mcg_t,False,1
P038,group_02,pouring_room,EDR-2,67.45764601374464,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P038,group_02,pouring_room,FM-1,85.54528230679747,mix_132e75f34470,pouring_room_mcg_pro1,False,1
P039,group_01,lead_me,EDR-1,79.62587447108007,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P039,group_01,lead_me,EDR-2,73.6885095245373,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P039,group_01,lead_me,FM-1,71.72010905463299,mix_c7d9a071ba25,lead_me_pxl_l4,False,1
P039,group_01,id_like_to_know,EDR-1,62.50431306347375,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P039,group_01,id_like_to_know,EDR-2,63.79247929060807,mix_9ffcd672af17,id_like_to_know_pxl_s1,False,1
P039,group_01,id_like_to_know,FM-1,66.46306359613035,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,False,1
P040,group_02,in_the_meantime,EDR-1,85.55354551216159,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P040,group_02,in_the_meantime,EDR-2,89.94934590978116,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P040,group_02,in_the_meantime,FM-1,81.00734628205734,mix_302f0efe8a80,in_the_meantime_du_h,False,1
P040,group_02,pouring_room,EDR-1,79.65598921083027,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
P040,group_02,pouring_room,EDR-2,75.68606978125237,mix_cbf8555ee2b2,pouring_room_mcg_x,False,1
P040,group_02,pouring_room,FM-1,88.98356805275996,mix_e08faaf8bbb3,pouring_room_mcg_v,False,1
