participant_id,group,song_id,song_title,mix_id,stimulus_id,original_mix_name,episode,presentation_order,feature_contribution,expected_rating,unbounded_rating,rating,was_clipped,comment,z_RMS,z_CF,z_SW,z_SI
F001,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,FM-1,3,3.536878170598983,82.26129379822243,75.18611918506355,75.18611918506355,False,Synthetic feature-driven placeholder comment.,-0.0552007785055364,-0.8412121981784734,0.8321106863211235,2.390299590706203
F001,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,FM-1,4,5.9315598802398135,86.37152613874356,88.34552317606608,88.34552317606608,False,Synthetic feature-driven placeholder comment.,0.7402857811167308,-1.548717422055362,0.3280479404435016,-1.017146833506479
F001,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,FM-1,5,-2.181930306539545,77.90694548371953,80.31163274478435,80.31163274478435,False,Synthetic feature-driven placeholder comment.,-0.0024436394808062,-0.3677713699084406,-1.2816942263900757,-0.1924460334762285
F001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-1,1,-1.6974528208642186,75.73592672700286,85.10293433666588,85.10293433666588,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-1,2,2.122851337608373,82.6292912255413,95.14939063834838,95.14939063834838,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-1,3,-1.3706083561622606,74.73003898347923,72.09738961682693,72.09738961682693,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-1,4,1.2228531117561643,84.5458403681663,94.21072017046664,94.21072017046664,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-1,5,0.39777798146276877,79.33225174606712,69.29956993365366,69.29956993365366,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-2,1,2.122851337608373,79.1292912255413,69.66163373916076,69.66163373916076,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-2,2,-1.6974528208642186,72.23592672700285,67.46714040238183,67.46714040238183,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-2,3,1.2228531117561643,81.0458403681663,86.52912051501325,86.52912051501325,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-2,4,-1.3706083561622606,71.23003898347923,64.91400420036469,64.91400420036469,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-2,5,0.39777798146276877,75.83225174606712,80.2971208306707,80.2971208306707,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F001,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,FM-1,1,0.39777798146276877,78.33225174606712,65.70943154464163,65.70943154464163,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F001,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,FM-1,2,-1.6974528208642186,74.73592672700286,68.6519649560163,68.6519649560163,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F001,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,FM-1,3,2.122851337608373,81.6292912255413,86.44339082599495,86.44339082599495,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F001,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,FM-1,4,-1.3706083561622606,73.73003898347923,87.013216295111,87.013216295111,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F001,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,FM-1,5,1.2228531117561643,83.5458403681663,73.53842852330067,73.53842852330067,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,EDR-1,1,-0.779898277359731,71.89451101412847,74.30845391632973,74.30845391632973,False,Synthetic feature-driven placeholder comment.,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216
F002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,EDR-1,2,-4.883741826428456,62.802562871072084,82.704978004888,82.704978004888,False,Synthetic feature-driven placeholder comment.,-0.6698107538710293,-0.1978340618743536,-1.5468197375217057,0.0908009789400507
F002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,EDR-1,3,-7.7211527946122915,59.64785992066451,57.09622676884271,57.09622676884271,False,Synthetic feature-driven placeholder comment.,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889
F002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,EDR-1,4,5.513631733764184,73.72612089229513,69.39726289932179,69.39726289932179,False,Synthetic feature-driven placeholder comment.,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815
F002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,EDR-1,5,-4.439003297698766,65.46510896442362,68.3971035156498,68.3971035156498,False,Synthetic feature-driven placeholder comment.,-1.1193186569455127,1.7918041562064675,0.9713104079970216,0.4372547184671072
F002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,EDR-2,1,5.513631733764184,70.22612089229513,60.866411120679295,60.866411120679295,False,Synthetic feature-driven placeholder comment.,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815
F002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,EDR-2,2,-4.883741826428456,59.3025628710721,60.49057010603698,60.49057010603698,False,Synthetic feature-driven placeholder comment.,-0.6698107538710293,-0.1978340618743536,-1.5468197375217057,0.0908009789400507
F002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,EDR-2,3,-4.439003297698766,61.96510896442362,61.4903151739332,61.4903151739332,False,Synthetic feature-driven placeholder comment.,-1.1193186569455127,1.7918041562064675,0.9713104079970216,0.4372547184671072
F002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,EDR-2,4,-7.7211527946122915,56.14785992066451,67.81069707653407,67.81069707653407,False,Synthetic feature-driven placeholder comment.,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889
F002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,EDR-2,5,-0.779898277359731,68.39451101412847,71.46227350898373,71.46227350898373,False,Synthetic feature-driven placeholder comment.,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216
F002,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,FM-1,1,5.513631733764184,72.72612089229513,61.341868231984314,61.341868231984314,False,Synthetic feature-driven placeholder comment.,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815
F002,group_02,in_the_meantime,In The Meantime,mix_302f0efe8a80,in_the_meantime_du_h,DU-H,FM-1,2,-0.779898277359731,70.89451101412847,62.5895155567028,62.5895155567028,False,Synthetic feature-driven placeholder comment.,0.6887214233465396,0.2719152524959843,-0.8693704120952901,0.8234428342152216
F002,group_02,in_the_meantime,In The Meantime,mix_c7bdcba64775,in_the_meantime_qut_b,QUT-B,FM-1,3,-4.883741826428456,61.8025628710721,43.846707811446365,43.846707811446365,False,Synthetic feature-driven placeholder comment.,-0.6698107538710293,-0.1978340618743536,-1.5468197375217057,0.0908009789400507
F002,group_02,in_the_meantime,In The Meantime,mix_56e65a3ce054,in_the_meantime_du_k,DU-K,FM-1,4,-4.439003297698766,64.46510896442362,45.74749783533801,45.74749783533801,False,Synthetic feature-driven placeholder comment.,-1.1193186569455127,1.7918041562064675,0.9713104079970216,0.4372547184671072
F002,group_02,in_the_meantime,In The Meantime,mix_9baa86357fd4,in_the_meantime_du_i,DU-I,FM-1,5,-7.7211527946122915,58.64785992066451,77.2318985539372,77.2318985539372,False,Synthetic feature-driven placeholder comment.,-1.8990066727669184,1.9187185345499165,0.5415536857115313,-0.721703057329889
F002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,EDR-1,1,1.9624437219793534,74.3847478397165,67.16333218147645,67.16333218147645,False,Synthetic feature-driven placeholder comment.,1.177821012274786,0.1366958746221527,-0.3534041622732912,-0.9473754159948484
F002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,EDR-1,2,1.860080740948886,73.01137787066492,84.36882804854804,84.36882804854804,False,Synthetic feature-driven placeholder comment.,-0.0814371595061495,1.1238301932737935,1.926895983278192,-0.8792578396079359
F002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,EDR-1,3,-2.460604585630299,66.02967194221168,59.59589682917611,59.59589682917611,False,Synthetic feature-driven placeholder comment.,0.2009523983216312,1.112208706920678,-0.2814967551013548,-0.938440679331238
F002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,EDR-1,4,3.5333626255955455,75.03956634534273,71.55284890530356,71.55284890530356,False,Synthetic feature-driven placeholder comment.,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683
F002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,EDR-1,5,1.3892606412929467,65.21335849539574,50.291631856737325,50.291631856737325,False,Synthetic feature-driven placeholder comment.,0.4494273963527286,0.780552768870155,0.8086566197405122,-0.4801297779726206
F002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,EDR-2,1,1.860080740948886,69.51137787066492,66.14010800250102,66.14010800250102,False,Synthetic feature-driven placeholder comment.,-0.0814371595061495,1.1238301932737935,1.926895983278192,-0.8792578396079359
F002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,EDR-2,2,1.3892606412929467,61.71335849539574,76.46398081447596,76.46398081447596,False,Synthetic feature-driven placeholder comment.,0.4494273963527286,0.780552768870155,0.8086566197405122,-0.4801297779726206
F002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,EDR-2,3,-2.460604585630299,62.529671942211685,56.439440091298216,56.439440091298216,False,Synthetic feature-driven placeholder comment.,0.2009523983216312,1.112208706920678,-0.2814967551013548,-0.938440679331238
F002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,EDR-2,4,3.5333626255955455,71.53956634534273,82.94514263432934,82.94514263432934,False,Synthetic feature-driven placeholder comment.,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683
F002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,EDR-2,5,1.9624437219793534,70.8847478397165,84.07607748507932,84.07607748507932,False,Synthetic feature-driven placeholder comment.,1.177821012274786,0.1366958746221527,-0.3534041622732912,-0.9473754159948484
F002,group_02,pouring_room,Pouring Room,mix_e08faaf8bbb3,pouring_room_mcg_v,McG-V,FM-1,1,-2.460604585630299,65.02967194221168,51.87949512698043,51.87949512698043,False,Synthetic feature-driven placeholder comment.,0.2009523983216312,1.112208706920678,-0.2814967551013548,-0.938440679331238
F002,group_02,pouring_room,Pouring Room,mix_cbf8555ee2b2,pouring_room_mcg_x,McG-X,FM-1,2,1.3892606412929467,64.21335849539574,68.30931301958667,68.30931301958667,False,Synthetic feature-driven placeholder comment.,0.4494273963527286,0.780552768870155,0.8086566197405122,-0.4801297779726206
F002,group_02,pouring_room,Pouring Room,mix_0ba76f420c1d,pouring_room_mcg_r,McG-R,FM-1,3,3.5333626255955455,74.03956634534273,65.02958666286088,65.02958666286088,False,Synthetic feature-driven placeholder comment.,0.2249858589620197,-0.521538265731174,0.8057256670690561,-1.2630720295337683
F002,group_02,pouring_room,Pouring Room,mix_be2ccd4c43ff,pouring_room_mcg_t,McG-T,FM-1,4,1.860080740948886,72.01137787066492,61.89342311636263,61.89342311636263,False,Synthetic feature-driven placeholder comment.,-0.0814371595061495,1.1238301932737935,1.926895983278192,-0.8792578396079359
F002,group_02,pouring_room,Pouring Room,mix_132e75f34470,pouring_room_mcg_pro1,McG-pro1,FM-1,5,1.9624437219793534,73.3847478397165,74.50533892998118,74.50533892998118,False,Synthetic feature-driven placeholder comment.,1.177821012274786,0.1366958746221527,-0.3534041622732912,-0.9473754159948484
F003,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,EDR-1,1,3.536878170598983,74.30761415718088,86.28744145422215,86.28744145422215,False,Synthetic feature-driven placeholder comment.,-0.0552007785055364,-0.8412121981784734,0.8321106863211235,2.390299590706203
F003,group_01,lead_me,Lead Me,mix_271852ba8676,lead_me_du_e,DU-E,EDR-1,2,-5.750339322248495,62.29347610847242,59.3236681616659,59.3236681616659,False,Synthetic feature-driven placeholder comment.,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888
F003,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,EDR-1,3,5.9315598802398135,78.41784649770202,87.22410664428418,87.22410664428418,False,Synthetic feature-driven placeholder comment.,0.7402857811167308,-1.548717422055362,0.3280479404435016,-1.017146833506479
F003,group_01,lead_me,Lead Me,mix_d3e3580b6e30,lead_me_mcg_pro2,McG-pro2,EDR-1,4,3.814031642297137,79.57562391053958,84.58400259575474,84.58400259575474,False,Synthetic feature-driven placeholder comment.,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824
F003,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,EDR-1,5,-2.181930306539545,69.95326584267798,69.8850094435594,69.8850094435594,False,Synthetic feature-driven placeholder comment.,-0.0024436394808062,-0.3677713699084406,-1.2816942263900757,-0.1924460334762285
F003,group_01,lead_me,Lead Me,mix_d3e3580b6e30,lead_me_mcg_pro2,McG-pro2,EDR-2,1,3.814031642297137,76.07562391053958,67.72607355324482,67.72607355324482,False,Synthetic feature-driven placeholder comment.,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824
F003,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,EDR-2,2,-2.181930306539545,66.45326584267798,66.82553540330062,66.82553540330062,False,Synthetic feature-driven placeholder comment.,-0.0024436394808062,-0.3677713699084406,-1.2816942263900757,-0.1924460334762285
F003,group_01,lead_me,Lead Me,mix_271852ba8676,lead_me_du_e,DU-E,EDR-2,3,-5.750339322248495,58.793476108472426,89.96368498099272,89.96368498099272,False,Synthetic feature-driven placeholder comment.,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888
F003,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,EDR-2,4,3.536878170598983,70.80761415718088,62.53486942474048,62.53486942474048,False,Synthetic feature-driven placeholder comment.,-0.0552007785055364,-0.8412121981784734,0.8321106863211235,2.390299590706203
F003,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,EDR-2,5,5.9315598802398135,74.91784649770202,73.40147990203074,73.40147990203074,False,Synthetic feature-driven placeholder comment.,0.7402857811167308,-1.548717422055362,0.3280479404435016,-1.017146833506479
F003,group_01,lead_me,Lead Me,mix_c7d9a071ba25,lead_me_pxl_l4,PXL-L4,FM-1,1,3.536878170598983,73.30761415718088,85.49356523618646,85.49356523618646,False,Synthetic feature-driven placeholder comment.,-0.0552007785055364,-0.8412121981784734,0.8321106863211235,2.390299590706203
F003,group_01,lead_me,Lead Me,mix_271852ba8676,lead_me_du_e,DU-E,FM-1,2,-5.750339322248495,61.293476108472426,77.29636470731697,77.29636470731697,False,Synthetic feature-driven placeholder comment.,-1.0250576971995913,0.5199952869185839,-0.8666083508697964,0.9959336464039888
F003,group_01,lead_me,Lead Me,mix_f1f7973e5bac,lead_me_du_d,DU-D,FM-1,3,5.9315598802398135,77.41784649770202,89.2910429728419,89.2910429728419,False,Synthetic feature-driven placeholder comment.,0.7402857811167308,-1.548717422055362,0.3280479404435016,-1.017146833506479
F003,group_01,lead_me,Lead Me,mix_d3e3580b6e30,lead_me_mcg_pro2,McG-pro2,FM-1,4,3.814031642297137,78.57562391053958,96.14707156045314,96.14707156045314,False,Synthetic feature-driven placeholder comment.,2.9805308263561203,0.8594252384169624,-0.9263284806752846,0.048773555233824
F003,group_01,lead_me,Lead Me,mix_d5b28dfc8a93,lead_me_pxl_l1,PXL-L1,FM-1,5,-2.181930306539545,68.95326584267798,68.23785391712676,68.23785391712676,False,Synthetic feature-driven placeholder comment.,-0.0024436394808062,-0.3677713699084406,-1.2816942263900757,-0.1924460334762285
F003,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-1,1,-1.6974528208642186,66.78224708596132,81.63426653789844,81.63426653789844,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F003,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-1,2,0.39777798146276877,70.37857210502557,63.00321673031124,63.00321673031124,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F003,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-1,3,-1.3706083561622606,65.77635934243769,79.5446184978459,79.5446184978459,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F003,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-1,4,2.122851337608373,73.67561158449975,86.86509461857909,86.86509461857909,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F003,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-1,5,1.2228531117561643,75.59216072712475,69.97864357343649,69.97864357343649,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F003,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,EDR-2,1,-1.6974528208642186,63.28224708596132,53.604222761559434,53.604222761559434,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F003,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,EDR-2,2,0.39777798146276877,66.87857210502557,54.31092876999613,54.31092876999613,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F003,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,EDR-2,3,1.2228531117561643,72.09216072712475,59.602969309252195,59.602969309252195,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F003,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,EDR-2,4,2.122851337608373,70.17561158449975,60.23761217874183,60.23761217874183,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F003,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,EDR-2,5,-1.3706083561622606,62.2763593424377,51.99690433649906,51.99690433649906,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F003,group_01,id_like_to_know,I'd Like To Know,mix_6f8b655d7999,id_like_to_know_pxl_s2,PXL-S2,FM-1,1,2.122851337608373,72.67561158449975,71.56711823738809,71.56711823738809,False,Synthetic feature-driven placeholder comment.,0.5329997864789321,-1.1874673519330532,-0.7637519766505488,0.5510366380169074
F003,group_01,id_like_to_know,I'd Like To Know,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,PXL-S5,FM-1,2,1.2228531117561643,74.59216072712475,90.01918141535982,90.01918141535982,False,Synthetic feature-driven placeholder comment.,-0.3583378408524605,-0.1527662554529231,0.7972705919658362,1.6270752922517937
F003,group_01,id_like_to_know,I'd Like To Know,mix_9ffcd672af17,id_like_to_know_pxl_s1,PXL-S1,FM-1,3,-1.3706083561622606,64.77635934243769,62.36720315957569,62.36720315957569,False,Synthetic feature-driven placeholder comment.,-0.5659114167269081,-0.579304038497624,-0.4851205015292653,1.357247686182373
F003,group_01,id_like_to_know,I'd Like To Know,mix_65f41f41d3ab,id_like_to_know_pxl_s3,PXL-S3,FM-1,4,0.39777798146276877,69.37857210502557,61.65272847077026,61.65272847077026,False,Synthetic feature-driven placeholder comment.,0.3234844364321996,-1.065060189455143,-1.1651773700507613,-0.0982478955990668
F003,group_01,id_like_to_know,I'd Like To Know,mix_b393d3919c78,id_like_to_know_pxl_s7,PXL-S7,FM-1,5,-1.6974528208642186,65.78224708596132,71.71721710985496,71.71721710985496,False,Synthetic feature-driven placeholder comment.,-0.867056238017743,-0.6188407399054331,-0.3229009373128245,-1.0515106991885117
F004,group_02,in_the_meantime,In The Meantime,mix_cdaef40f2b94,in_the_meantime_qut_pro,QUT-pro,EDR-1,1,5.513631733764184,81.9993789323126,82.65623933107968,82.65623933107968,False,Synthetic feature-driven placeholder comment.,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,-0.7325346788768815
