song_id,episode,stimulus_id,mix_id,posterior_mean_rating,hdi_3%,hdi_97%,posterior_probability_highest,is_final_predicted_winner,final_probability_tie,draw_level_tie_probability
Song_3,Distraction,Song_3_Mix_1,Mix_1,60.8884,58.7933,62.9186,0.027,False,False,0.0
Song_3,Distraction,Song_3_Mix_2,Mix_2,64.6639,60.8446,68.3037,0.973,True,False,0.0
Song_3,Distraction,Song_3_Mix_3,Mix_3,58.303,55.8665,61.0762,0.0,False,False,0.0
Song_4,Distraction,Song_4_Mix_1,Mix_1,63.9688,61.4604,66.3237,0.7508,True,False,0.0
Song_4,Distraction,Song_4_Mix_2,Mix_2,63.3802,61.1986,65.6343,0.2492,False,False,0.0
Song_4,Distraction,Song_4_Mix_3,Mix_3,61.7601,59.3047,64.0346,0.0,False,False,0.0
Song_1,Enjoyment,Song_1_Mix_1,Mix_1,69.0061,66.9012,71.3635,0.0,False,False,0.0
Song_1,Enjoyment,Song_1_Mix_2,Mix_2,66.0039,63.5253,68.35,0.0,False,False,0.0
Song_1,Enjoyment,Song_1_Mix_3,Mix_3,75.1151,72.6316,77.726,1.0,True,False,0.0
Song_2,Enjoyment,Song_2_Mix_1,Mix_1,65.0218,62.7359,67.2772,0.0005,False,False,0.0
Song_2,Enjoyment,Song_2_Mix_2,Mix_2,60.9005,58.7459,63.2406,0.0,False,False,0.0
Song_2,Enjoyment,Song_2_Mix_3,Mix_3,70.089,67.1116,73.0098,0.9995,True,False,0.0
Song_3,Enjoyment,Song_3_Mix_1,Mix_1,66.2734,64.1842,68.3178,0.9562,True,False,0.0
Song_3,Enjoyment,Song_3_Mix_2,Mix_2,62.6438,58.9585,66.724,0.0438,False,False,0.0
Song_3,Enjoyment,Song_3_Mix_3,Mix_3,63.2746,60.7623,65.8755,0.0,False,False,0.0
Song_4,Enjoyment,Song_4_Mix_1,Mix_1,68.6296,66.1707,70.9918,0.2858,False,False,0.0
Song_4,Enjoyment,Song_4_Mix_2,Mix_2,69.1166,66.9256,71.3133,0.7143,True,False,0.0
Song_4,Enjoyment,Song_4_Mix_3,Mix_3,67.3633,65.0509,69.8106,0.0,False,False,0.0
Song_1,Focus,Song_1_Mix_1,Mix_1,68.4789,66.1353,70.6049,0.0,False,False,0.0
Song_1,Focus,Song_1_Mix_2,Mix_2,64.4897,62.0496,66.9418,0.0,False,False,0.0
Song_1,Focus,Song_1_Mix_3,Mix_3,75.3285,72.8171,77.9738,1.0,True,False,0.0
Song_2,Focus,Song_2_Mix_1,Mix_1,64.1892,61.9088,66.5002,0.0,False,False,0.0
Song_2,Focus,Song_2_Mix_2,Mix_2,61.5292,59.3332,63.8767,0.0,False,False,0.0
Song_2,Focus,Song_2_Mix_3,Mix_3,72.7162,69.7269,75.7894,1.0,True,False,0.0
Song_3,Focus,Song_3_Mix_1,Mix_1,66.032,63.9861,68.1789,0.6765,True,False,0.0
Song_3,Focus,Song_3_Mix_2,Mix_2,65.1098,61.3148,68.9289,0.3235,False,False,0.0
Song_3,Focus,Song_3_Mix_3,Mix_3,61.4808,58.9427,64.1733,0.0,False,False,0.0
Song_4,Focus,Song_4_Mix_1,Mix_1,70.2512,67.6895,72.589,0.968,True,False,0.0
Song_4,Focus,Song_4_Mix_2,Mix_2,68.5894,66.3197,70.7722,0.032,False,False,0.0
Song_4,Focus,Song_4_Mix_3,Mix_3,68.1185,65.6636,70.4763,0.0,False,False,0.0
Song_1,Motivation,Song_1_Mix_1,Mix_1,66.9123,64.71,69.0455,0.0,False,False,0.0
Song_1,Motivation,Song_1_Mix_2,Mix_2,61.7428,59.2132,64.0533,0.0,False,False,0.0
Song_1,Motivation,Song_1_Mix_3,Mix_3,74.6023,72.1569,77.2085,1.0,True,False,0.0
Song_2,Motivation,Song_2_Mix_1,Mix_1,62.3745,60.0245,64.497,0.0,False,False,0.0
Song_2,Motivation,Song_2_Mix_2,Mix_2,61.7519,59.6373,64.1209,0.0,False,False,0.0
Song_2,Motivation,Song_2_Mix_3,Mix_3,75.3209,72.273,78.3071,1.0,True,False,0.0
Song_3,Motivation,Song_3_Mix_1,Mix_1,64.8318,62.8359,66.8913,0.027,False,False,0.0
Song_3,Motivation,Song_3_Mix_2,Mix_2,68.7372,64.9525,72.6664,0.973,True,False,0.0
Song_3,Motivation,Song_3_Mix_3,Mix_3,58.4243,55.6573,60.882,0.0,False,False,0.0
Song_4,Motivation,Song_4_Mix_1,Mix_1,71.5172,68.9959,74.0312,1.0,True,False,0.0
Song_4,Motivation,Song_4_Mix_2,Mix_2,66.9638,64.8645,69.1426,0.0,False,False,0.0
Song_4,Motivation,Song_4_Mix_3,Mix_3,68.1189,65.6305,70.5032,0.0,False,False,0.0
