participant_id,group,song_id,mix_id,stimulus_id,episode,presentation_order,z_RMS,z_CF,z_SW,z_SI,expected_rating,rating
P002,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,1,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,66.7964,60.8
P002,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,2,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,61.9202,66.1
P002,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,59.3398,47.4
P002,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,68.3181,72.9
P002,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,65.6119,78.2
P002,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,73.4831,64.0
P002,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,65.7353,84.5
P002,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,61.5063,59.1
P002,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,72.0624,68.0
P002,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,66.4646,67.6
P002,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,73.0823,72.6
P002,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,61.8549,72.9
P002,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,58.7725,48.5
P002,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,61.9097,51.2
P002,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,66.7554,58.9
P002,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,56.9768,39.3
P002,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,64.6719,82.2
P002,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,59.0544,52.2
P002,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,64.9097,58.8
P002,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,69.7554,66.5
P002,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,61.7725,47.7
P002,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,71.8663,68.7
P002,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,60.7968,74.7
P002,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,61.8049,56.1
P002,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,73.7691,86.2
P002,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,61.9279,49.5
P002,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,62.4037,66.3
P003,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,66.8892,67.9
P003,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,72.0542,78.9
P003,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,64.1831,75.5
P003,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,63.4914,71.8
P003,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,68.3675,73.1
P003,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,60.911,60.8
P003,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,67.1831,67.5
P003,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,2,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,69.8892,99.3
P003,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,75.0542,67.2
P003,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,63.0775,74.6
P003,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,73.6336,88.7
P003,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,67.3064,78.5
P003,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,74.6534,74.0
P003,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,68.0357,82.1
P003,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,63.4261,56.5
P003,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,60.3436,72.8
P003,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,68.3266,63.0
P003,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,63.4808,71.4
P003,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,58.548,46.7
P003,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,66.243,54.4
P003,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,60.6255,51.2
P003,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,71.3266,85.9
P003,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,63.3436,61.1
P003,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,66.4808,59.2
P003,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,62.3679,60.1
P003,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,2,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,63.376,64.0
P003,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,73.4375,76.6
P003,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,63.9748,58.0
P003,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,75.3402,73.1
P003,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,63.499,71.2
P004,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,72.5572,70.3
P004,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,77.7222,80.1
P004,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,69.851,73.2
P004,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,66.5789,55.3
P004,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,74.0355,79.4
P004,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,69.1593,61.6
P004,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,72.851,75.2
P004,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,80.7222,78.2
P004,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,75.5572,82.6
P004,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,72.9744,85.7
P004,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,68.7454,71.2
P004,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,79.3015,88.3
P004,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,1,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,80.3214,81.0
P004,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,2,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,73.7037,60.8
P004,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,69.094,69.2
P004,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,66.0116,58.4
P004,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,2,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,69.1488,80.6
P004,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,73.9945,75.4
P004,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,71.911,64.4
P004,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,66.2935,58.9
P004,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,64.2159,58.3
P004,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,76.9945,57.6
P004,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,69.0116,77.7
P004,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,72.1488,86.1
P004,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,79.1054,85.5
P004,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,68.0359,57.5
P004,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,69.044,71.9
P004,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,69.6428,70.0
P004,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,81.0082,70.0
P004,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,69.167,73.7
P005,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,67.6655,67.2
P005,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,75.5366,75.5
P005,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,70.3716,71.3
P005,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,66.9738,77.8
P005,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,64.3934,46.3
P005,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,3,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,71.85,82.0
P005,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,1,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,78.5366,92.6
P005,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,70.6655,74.5
P005,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,73.3716,81.4
P005,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,70.7889,72.7
P005,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,77.116,85.2
P005,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,66.5599,72.7
P005,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,66.9085,68.7
P005,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,78.1359,84.1
P005,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,71.5182,64.4
P005,Group_1,Song_2,Mix_1,Song_2_Mix_1,Relaxation,1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,66.9632,53.6
P005,Group_1,Song_2,Mix_3,Song_2_Mix_3,Relaxation,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,71.809,71.2
P005,Group_1,Song_2,Mix_2,Song_2_Mix_2,Relaxation,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,63.8261,61.0
P005,Group_1,Song_2,Mix_3,Song_2_Mix_3,Distraction,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,69.7254,78.5
P005,Group_1,Song_2,Mix_1,Song_2_Mix_1,Distraction,2,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,64.108,64.5
P005,Group_1,Song_2,Mix_2,Song_2_Mix_2,Distraction,3,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,62.0304,37.2
P005,Group_1,Song_2,Mix_1,Song_2_Mix_1,Enjoyment,1,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,69.9632,71.1
P005,Group_1,Song_2,Mix_2,Song_2_Mix_2,Enjoyment,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,66.8261,73.3
P005,Group_1,Song_2,Mix_3,Song_2_Mix_3,Enjoyment,3,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,74.809,67.9
P005,Group_1,Song_2,Mix_3,Song_2_Mix_3,Focus,1,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,76.9199,89.8
P005,Group_1,Song_2,Mix_2,Song_2_Mix_2,Focus,2,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,65.8504,51.9
P005,Group_1,Song_2,Mix_1,Song_2_Mix_1,Focus,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,66.8584,77.2
P005,Group_1,Song_2,Mix_2,Song_2_Mix_2,Motivation,1,-1.8547642649912035,0.2299602950789523,0.26216513887340237,0.39131398786691707,66.9815,60.3
P005,Group_1,Song_2,Mix_3,Song_2_Mix_3,Motivation,2,-1.426424682211786,-1.6172115428334835,1.8054546671390082,0.23134636039016215,78.8226,78.7
P005,Group_1,Song_2,Mix_1,Song_2_Mix_1,Motivation,3,-0.7397659523284557,-0.872977567729806,-0.8023965613990739,-0.1973708216846843,67.4572,85.1
P006,Group_1,Song_1,Mix_1,Song_1_Mix_1,Relaxation,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,68.6546,63.1
P006,Group_1,Song_1,Mix_3,Song_1_Mix_3,Relaxation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,73.8196,74.0
P006,Group_1,Song_1,Mix_2,Song_1_Mix_2,Relaxation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,65.9485,71.3
P006,Group_1,Song_1,Mix_2,Song_1_Mix_2,Distraction,1,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,62.6764,66.2
P006,Group_1,Song_1,Mix_3,Song_1_Mix_3,Distraction,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,70.1329,61.2
P006,Group_1,Song_1,Mix_1,Song_1_Mix_1,Distraction,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,65.2568,71.7
P006,Group_1,Song_1,Mix_1,Song_1_Mix_1,Enjoyment,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,71.6546,62.1
P006,Group_1,Song_1,Mix_3,Song_1_Mix_3,Enjoyment,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,76.8196,70.0
P006,Group_1,Song_1,Mix_2,Song_1_Mix_2,Enjoyment,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,68.9485,72.2
P006,Group_1,Song_1,Mix_3,Song_1_Mix_3,Focus,1,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,75.399,79.8
P006,Group_1,Song_1,Mix_2,Song_1_Mix_2,Focus,2,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,64.8429,54.3
P006,Group_1,Song_1,Mix_1,Song_1_Mix_1,Focus,3,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,69.0719,65.6
P006,Group_1,Song_1,Mix_1,Song_1_Mix_1,Motivation,1,1.443428649762309,0.7856275774961273,-0.5413926603692519,-0.49880305263901464,69.8012,81.3
P006,Group_1,Song_1,Mix_3,Song_1_Mix_3,Motivation,2,0.9363158987707103,-1.970943713619291,0.039692167170006815,-0.6592642838147547,76.4189,75.5
P006,Group_1,Song_1,Mix_2,Song_1_Mix_2,Motivation,3,0.3729849445845034,-0.17486643065962673,-1.3027979220465322,-0.4289466675093337,65.1915,60.8
