song_id,episode,stimulus_id,observed_credit,observed_winner_rows,observed_tie_rows,human_trials,observed_share_fractional_ties,posterior_probability_highest,is_final_predicted_winner,model_winner_stimulus_id,observed_top_stimulus_id,in_sample_descriptive_agreement,comparison_scope
id_like_to_know,EDR-1,id_like_to_know_pxl_s2,2.0,2.0,0.0,17.0,0.11764705882352941,0.7605,True,id_like_to_know_pxl_s2,id_like_to_know_pxl_s1,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,EDR-2,lead_me_pxl_l1,3.833333333333333,5.0,2.0,17.0,0.22549019607843135,0.00175,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,EDR-2,lead_me_du_e,2.3333333333333335,3.0,1.0,17.0,0.13725490196078433,0.0,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,FM-1,lead_me_mcg_pro2,5.0,5.0,0.0,17.0,0.29411764705882354,0.85625,True,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,FM-1,lead_me_du_d,6.0,6.0,0.0,17.0,0.35294117647058826,0.1355,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,FM-1,lead_me_pxl_l4,2.0,2.0,0.0,17.0,0.11764705882352941,0.0065,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,FM-1,lead_me_pxl_l1,2.0,2.0,0.0,17.0,0.11764705882352941,0.00175,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
lead_me,FM-1,lead_me_du_e,2.0,2.0,0.0,17.0,0.11764705882352941,0.0,False,lead_me_mcg_pro2,lead_me_du_d,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-1,pouring_room_mcg_pro1,6.4,8.0,2.0,16.0,0.4,0.69675,True,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-1,pouring_room_mcg_r,4.4,6.0,2.0,16.0,0.275,0.30325,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-1,pouring_room_mcg_t,0.4,2.0,2.0,16.0,0.025,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-1,pouring_room_mcg_v,4.4,6.0,2.0,16.0,0.275,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-1,pouring_room_mcg_x,0.4,2.0,2.0,16.0,0.025,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-2,pouring_room_mcg_pro1,7.4,9.0,2.0,16.0,0.4625,0.69675,True,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-2,pouring_room_mcg_r,4.733333333333333,7.0,3.0,16.0,0.29583333333333334,0.30325,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-2,pouring_room_mcg_t,1.7333333333333334,4.0,3.0,16.0,0.10833333333333334,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-2,pouring_room_mcg_v,0.7333333333333334,3.0,3.0,16.0,0.04583333333333334,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,EDR-2,pouring_room_mcg_x,1.4,3.0,2.0,16.0,0.0875,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_pro1,True,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,FM-1,pouring_room_mcg_pro1,3.4,5.0,2.0,16.0,0.2125,0.69675,True,pouring_room_mcg_pro1,pouring_room_mcg_x,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,FM-1,pouring_room_mcg_r,3.4,5.0,2.0,16.0,0.2125,0.30325,False,pouring_room_mcg_pro1,pouring_room_mcg_x,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,FM-1,pouring_room_mcg_t,0.4,2.0,2.0,16.0,0.025,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_x,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,FM-1,pouring_room_mcg_v,2.4,4.0,2.0,16.0,0.15,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_x,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
pouring_room,FM-1,pouring_room_mcg_x,6.4,8.0,2.0,16.0,0.4,0.0,False,pouring_room_mcg_pro1,pouring_room_mcg_x,False,in-sample descriptive agreement; not out-of-sample predictive accuracy
