song,review_order,participant_label_position,original_mix_name,selected_mix_id,stimulus_id,frontend_audio_path,review_audio_path,source_or_master_path_if_known,frontend_file_size,frontend_sha256,review_copy_sha256,review_copy_preserves_frontend_bytes,source_path_exists,source_sha256_if_available,frontend_equals_source_path,duration_seconds,sample_rate_hz,channels,brecht_mean_previous_preference,rating_count,assigned_role,similar_subset_members,range_broadening_members,nearest_selected_neighbour,nearest_selected_neighbour_distance,near_duplicate_evidence,important_acoustic_or_perceptual_contribution,technical_quality_status,confidence_level,manual_listening_confirmation_required,manual_perceptual_confirmation_source,feature_table_used,feature_evidence,pairwise_distance_table_used,pairwise_distance_evidence,ranking_or_selection_source,combination_score_source,ratings_source,qc_source,alignment_source,audio_manifest_or_review_source,source_selection_basis,excerpt_change_evidence,phase2_raw_feature_extraction_from_wavs,phase2_pairwise_distances_recomputed_from_features,phase2_pairwise_distance_results_reused
Pouring Room,1,A-E randomized at runtime; review order only,McG-R,mix_0ba76f420c1d,pouring_room_mcg_r,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_r.wav,outputs/five_mix_review_audio/Pouring Room/01_McG-R.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\09_six_mix_proposals\review_audio\Pouring Room\McG-R_28sec.wav,4939244,efbb12284dc86f54e9db0048811b13e15142dfb0bb8aa2140cd5ef144304a071,efbb12284dc86f54e9db0048811b13e15142dfb0bb8aa2140cd5ef144304a071,yes,True,29f7a9d5ca0734654917be1ca048ed88a0508953727ae7727978d5667766e959,no,28.000000,44100,2,0.391330644411,40,similar-rating subset,McG-R|McG-T|McG-X,McG-V|McG-pro1,McG-pro1,2.12138547376,nearest selected distance 2.121; near_duplicate_flag=False,lower crest factor/dynamics; lower brightness proxy,REVIEW (alignment_review),medium-high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_pairwise_distances.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/05_ratings_integration/tables/mix_preference_rating_summary_within_song.csv,outputs/stimulus_selection/09_six_mix_proposals/qc/six_mix_technical_qc.csv,outputs/stimulus_selection/09_six_mix_proposals/alignment_review/six_mix_alignment_summary.csv,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_audio_manifest.csv,six_mix_proposals_union,Repository evidence indicates no new excerpt selection in Phase 2; the frontend uses the previously accepted Stage 9 / approved overlap 28 s excerpt family for this song.,no,no,yes
Pouring Room,2,A-E randomized at runtime; review order only,McG-T,mix_be2ccd4c43ff,pouring_room_mcg_t,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_t.wav,outputs/five_mix_review_audio/Pouring Room/02_McG-T.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\09_six_mix_proposals\review_audio\Pouring Room\McG-T_28sec.wav,4939244,66f3f66bd62f491dc0743486c795456edae751d37a0162bb6696baa81c789ec3,66f3f66bd62f491dc0743486c795456edae751d37a0162bb6696baa81c789ec3,yes,True,795f35d34d125f26c961532fa63adf35f51136a4359a467eb918ca071f003d73,no,28.000000,44100,2,0.315778789267,40,similar-rating subset,McG-R|McG-T|McG-X,McG-V|McG-pro1,McG-X,1.88514897969,nearest selected distance 1.885; near_duplicate_flag=False,higher stereo width; higher crest factor/dynamics,REVIEW (alignment_review),medium-high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_pairwise_distances.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/05_ratings_integration/tables/mix_preference_rating_summary_within_song.csv,outputs/stimulus_selection/09_six_mix_proposals/qc/six_mix_technical_qc.csv,outputs/stimulus_selection/09_six_mix_proposals/alignment_review/six_mix_alignment_summary.csv,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_audio_manifest.csv,six_mix_proposals_union,Repository evidence indicates no new excerpt selection in Phase 2; the frontend uses the previously accepted Stage 9 / approved overlap 28 s excerpt family for this song.,no,no,yes
Pouring Room,3,A-E randomized at runtime; review order only,McG-X,mix_cbf8555ee2b2,pouring_room_mcg_x,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_x.wav,outputs/five_mix_review_audio/Pouring Room/03_McG-X.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\09_six_mix_proposals\review_audio\Pouring Room\McG-X_28sec.wav,4939244,c9e7246801f233b8750d9344ad0d49d157b3df186ffc9c60706e60fc1064c008,c9e7246801f233b8750d9344ad0d49d157b3df186ffc9c60706e60fc1064c008,yes,True,6f3f3f1db5e58833e797e780c553a6cba54ad1b34429063428e5662723e6ec69,no,28.000000,44100,2,0.326821477012,40,similar-rating subset,McG-R|McG-T|McG-X,McG-V|McG-pro1,McG-T,1.88514897969,nearest selected distance 1.885; near_duplicate_flag=False,higher side-channel spectral energy; lower brightness proxy,REVIEW (alignment_review),medium-high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_pairwise_distances.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/05_ratings_integration/tables/mix_preference_rating_summary_within_song.csv,outputs/stimulus_selection/09_six_mix_proposals/qc/six_mix_technical_qc.csv,outputs/stimulus_selection/09_six_mix_proposals/alignment_review/six_mix_alignment_summary.csv,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_audio_manifest.csv,six_mix_proposals_union,Repository evidence indicates no new excerpt selection in Phase 2; the frontend uses the previously accepted Stage 9 / approved overlap 28 s excerpt family for this song.,no,no,yes
Pouring Room,4,A-E randomized at runtime; review order only,McG-pro1,mix_132e75f34470,pouring_room_mcg_pro1,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_pro1.wav,outputs/five_mix_review_audio/Pouring Room/04_McG-pro1.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\09_six_mix_proposals\review_audio\Pouring Room\McG-pro1_28sec.wav,7408844,0f8af83464802c168c947018f265bde49711503b02904de76a3b3aa614286631,0f8af83464802c168c947018f265bde49711503b02904de76a3b3aa614286631,yes,True,0f8af83464802c168c947018f265bde49711503b02904de76a3b3aa614286631,yes,28.000000,44100,2,0.741587086846,40,range-broadening,McG-R|McG-T|McG-X,McG-V|McG-pro1,McG-V,1.69525800496,nearest selected distance 1.695; near_duplicate_flag=False,higher source RMS/energy; higher upper-band spectral energy,REVIEW (alignment_review),medium-high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_pairwise_distances.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/05_ratings_integration/tables/mix_preference_rating_summary_within_song.csv,outputs/stimulus_selection/09_six_mix_proposals/qc/six_mix_technical_qc.csv,outputs/stimulus_selection/09_six_mix_proposals/alignment_review/six_mix_alignment_summary.csv,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_audio_manifest.csv,six_mix_proposals_union,Repository evidence indicates no new excerpt selection in Phase 2; the frontend uses the previously accepted Stage 9 / approved overlap 28 s excerpt family for this song.,no,no,yes
Pouring Room,5,A-E randomized at runtime; review order only,McG-V,mix_e08faaf8bbb3,pouring_room_mcg_v,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_v.wav,outputs/five_mix_review_audio/Pouring Room/05_McG-V.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\09_six_mix_proposals\review_audio\Pouring Room\McG-V_28sec.wav,7408844,dee45df61628a4c1e69ffcc96626f7e543ea44caf4e28d95b385bdd4f8f59b53,dee45df61628a4c1e69ffcc96626f7e543ea44caf4e28d95b385bdd4f8f59b53,yes,True,dee45df61628a4c1e69ffcc96626f7e543ea44caf4e28d95b385bdd4f8f59b53,yes,28.000000,44100,2,0.510318833291,40,range-broadening / rating bridge,McG-R|McG-T|McG-X,McG-V|McG-pro1,McG-pro1,1.69525800496,nearest selected distance 1.695; near_duplicate_flag=False,higher crest factor/dynamics; higher low/low-mid spectral energy,REVIEW (alignment_review),medium-high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/04_mix_selection_v2/tables/processed_features_v2.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_pairwise_distances.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/05_ratings_integration/tables/mix_preference_rating_summary_within_song.csv,outputs/stimulus_selection/09_six_mix_proposals/qc/six_mix_technical_qc.csv,outputs/stimulus_selection/09_six_mix_proposals/alignment_review/six_mix_alignment_summary.csv,outputs/stimulus_selection/09_six_mix_proposals/tables/six_mix_audio_manifest.csv,six_mix_proposals_union,Repository evidence indicates no new excerpt selection in Phase 2; the frontend uses the previously accepted Stage 9 / approved overlap 28 s excerpt family for this song.,no,no,yes
I'd Like To Know,1,A-E randomized at runtime; review order only,PXL-S3,mix_65f41f41d3ab,id_like_to_know_pxl_s3,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s3.wav,outputs/five_mix_review_audio/I'd Like To Know/01_PXL-S3.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\audio\I'd Like To Know\Similar Ratings\PXL-S3_28sec.wav,4939244,90851081461aba233c967b4221d63041492551ae558e1aca109d556392d4a97a,90851081461aba233c967b4221d63041492551ae558e1aca109d556392d4a97a,yes,True,90851081461aba233c967b4221d63041492551ae558e1aca109d556392d4a97a,yes,28.000000,44100,2,0.387103869155,30,similar-rating subset,PXL-S3|PXL-S5|PXL-S2,PXL-S1|PXL-S7,PXL-S2,1.36762958502,nearest selected distance 1.368; near_duplicate_flag=False,lower upper-band spectral energy; lower side-channel spectral energy,clear technical pool QC; PASS alignment for both source triplets,high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/pairwise_distances_backup.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/08_backup_song_expansion/05_ratings_integration/tables/mix_preference_rating_summary_within_song_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/alignment_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,backup_supervisor_review_union,"Replacement song selected from the Stage 8 backup expansion / supervisor review package. New relative to the final frontend replacement, but not newly generated in this corrective pass.",no,no,yes
I'd Like To Know,2,A-E randomized at runtime; review order only,PXL-S5,mix_82d60d7c7fc5,id_like_to_know_pxl_s5,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s5.wav,outputs/five_mix_review_audio/I'd Like To Know/02_PXL-S5.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\audio\I'd Like To Know\Similar Ratings\PXL-S5_28sec.wav,4939244,9983613f47e374e319bdc76922fed3ae2cb69613f5f4713e5423355a6baf3d9a,9983613f47e374e319bdc76922fed3ae2cb69613f5f4713e5423355a6baf3d9a,yes,True,9983613f47e374e319bdc76922fed3ae2cb69613f5f4713e5423355a6baf3d9a,yes,28.000000,44100,2,0.41830605239,30,similar-rating subset,PXL-S3|PXL-S5|PXL-S2,PXL-S1|PXL-S7,PXL-S7,1.97772901106,nearest selected distance 1.978; near_duplicate_flag=False,higher stereo width; higher low/low-mid spectral energy,clear technical pool QC; PASS alignment for both source triplets,high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/pairwise_distances_backup.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/08_backup_song_expansion/05_ratings_integration/tables/mix_preference_rating_summary_within_song_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/alignment_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,backup_supervisor_review_union,"Replacement song selected from the Stage 8 backup expansion / supervisor review package. New relative to the final frontend replacement, but not newly generated in this corrective pass.",no,no,yes
I'd Like To Know,3,A-E randomized at runtime; review order only,PXL-S1,mix_9ffcd672af17,id_like_to_know_pxl_s1,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s1.wav,outputs/five_mix_review_audio/I'd Like To Know/03_PXL-S1.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\audio\I'd Like To Know\Similar Ratings\PXL-S1_28sec.wav,4939244,ff5f11e13ed2be2f22b5b7f348fd38f16ebc4580301b84ace675a059bda8730a,ff5f11e13ed2be2f22b5b7f348fd38f16ebc4580301b84ace675a059bda8730a,yes,True,ff5f11e13ed2be2f22b5b7f348fd38f16ebc4580301b84ace675a059bda8730a,yes,28.000000,44100,2,0.521845817854,30,range-broadening / rating bridge,PXL-S3|PXL-S5|PXL-S2,PXL-S1|PXL-S7,PXL-S7,1.59744017638,nearest selected distance 1.597; near_duplicate_flag=False,higher brightness proxy; higher upper-band spectral energy,clear technical pool QC; PASS alignment for both source triplets,high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/pairwise_distances_backup.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/08_backup_song_expansion/05_ratings_integration/tables/mix_preference_rating_summary_within_song_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/alignment_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,backup_supervisor_review_union,"Replacement song selected from the Stage 8 backup expansion / supervisor review package. New relative to the final frontend replacement, but not newly generated in this corrective pass.",no,no,yes
I'd Like To Know,4,A-E randomized at runtime; review order only,PXL-S2,mix_6f8b655d7999,id_like_to_know_pxl_s2,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s2.wav,outputs/five_mix_review_audio/I'd Like To Know/04_PXL-S2.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\audio\I'd Like To Know\Wide Ratings\PXL-S2_28sec.wav,4939244,550135e350cd698848864b350c20942065c4a744aca58d28bd5463a20af23f7b,550135e350cd698848864b350c20942065c4a744aca58d28bd5463a20af23f7b,yes,True,550135e350cd698848864b350c20942065c4a744aca58d28bd5463a20af23f7b,yes,28.000000,44100,2,0.466242170236,30,similar-rating subset,PXL-S3|PXL-S5|PXL-S2,PXL-S1|PXL-S7,PXL-S3,1.36762958502,nearest selected distance 1.368; near_duplicate_flag=False,lower crest factor/dynamics; higher source RMS/energy,clear technical pool QC; PASS alignment for both source triplets,high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/pairwise_distances_backup.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/08_backup_song_expansion/05_ratings_integration/tables/mix_preference_rating_summary_within_song_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/alignment_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,backup_supervisor_review_union,"Replacement song selected from the Stage 8 backup expansion / supervisor review package. New relative to the final frontend replacement, but not newly generated in this corrective pass.",no,no,yes
I'd Like To Know,5,A-E randomized at runtime; review order only,PXL-S7,mix_b393d3919c78,id_like_to_know_pxl_s7,study-interface/frontend-5mix/assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s7.wav,outputs/five_mix_review_audio/I'd Like To Know/05_PXL-S7.wav,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\audio\I'd Like To Know\Wide Ratings\PXL-S7_28sec.wav,4939244,4bd87ed0194f89d7c1a45a5fad216040d3350bc9aeec443c70d51f42385eef74,4bd87ed0194f89d7c1a45a5fad216040d3350bc9aeec443c70d51f42385eef74,yes,True,4bd87ed0194f89d7c1a45a5fad216040d3350bc9aeec443c70d51f42385eef74,yes,28.000000,44100,2,0.633314256387,30,range-broadening,PXL-S3|PXL-S5|PXL-S2,PXL-S1|PXL-S7,PXL-S2,1.52980290766,nearest selected distance 1.530; near_duplicate_flag=False,higher low/low-mid spectral energy; higher stereo width,clear technical pool QC; PASS alignment for both source triplets,high,yes,outputs/stimulus_selection/07_perceptual_review/PERCEPTUAL_REVIEW_STATUS.md,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/processed_features_backup.csv,Existing processed-feature table reused by Phase 2; no raw MST/Diff-MST extraction from WAVs in generate_five_mix_review.py.,outputs/stimulus_selection/08_backup_song_expansion/04_acoustic_candidate_pools/tables/pairwise_distances_backup.csv,Existing pairwise distance rows reused for selected/pool distances; Phase 2 computed combination-level set metrics/scores from those rows.,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\recommended_five_mix_selections.csv,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\11_five_mix_selection_review_20260806\five_mix_combination_scores.csv,outputs/stimulus_selection/08_backup_song_expansion/05_ratings_integration/tables/mix_preference_rating_summary_within_song_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/alignment_summary_backup.csv,outputs/stimulus_selection/08_backup_song_expansion/08_supervisor_review_package/tables/mix_level_summary_backup.csv,backup_supervisor_review_union,"Replacement song selected from the Stage 8 backup expansion / supervisor review package. New relative to the final frontend replacement, but not newly generated in this corrective pass.",no,no,yes
