song,condition,triplet_id,rank,objective_score,original_mix_names,mix_ids,mean_ratings,rating_bins,rating_spread,minimum_acoustic_distance,mean_acoustic_distance,acoustic_score,rating_score,coverage_bonus,qc_penalty,qc_statuses,qc_flags,rating_counts,overlap_count,overlap_original_mix_names,selection_notes
In The Meantime,Similar Ratings,InTheMeantime_SimilarRatings_00189,1,0.812727656484,QUT-B|DU-H|DU-I,mix_c7bdcba64775|mix_302f0efe8a80|mix_9baa86357fd4,0.169541|0.560388|0.531178,low|high|medium,0.390847391526,3.41830268237,4.34380541171,0.946073161462,0.279345636573,0,0,clear|clear|clear,false|false|false,16|54|38,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00216,2,0.866009730721,DU-D|DU-E|McG-pro2,mix_f1f7973e5bac|mix_271852ba8676|mix_d3e3580b6e30,0.344929|0.288513|0.547365,low|low|high,0.25885199709,3.2282673575,3.39630458349,1,0.330048653607,0,0,clear|clear|clear,false|false|false,39|39|45,1,McG-pro2,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00242,3,0.847767178094,DU-D|QUT-pro|PXL-L2,mix_f1f7973e5bac|mix_d2cf329ea054|mix_92e2bdebe300,0.344929|0.474807|0.350448,low|medium|low,0.129878896622,2.93661002842,3.35848670741,0.892264955895,0.669776066893,0,0,clear|clear|clear,false|false|false,39|16|6,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00215,4,0.841612860355,DU-D|DU-E|PXL-L2,mix_f1f7973e5bac|mix_271852ba8676|mix_92e2bdebe300,0.344929|0.288513|0.350448,low|low|low,0.061934652643,2.78016793791,3.37564875875,0.839829158513,0.848747667723,0,0,clear|clear|clear,false|false|false,39|39|6,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00173,5,0.839791816198,DU-D|PXL-L1|DU-E,mix_f1f7973e5bac|mix_d5b28dfc8a93|mix_271852ba8676,0.344929|0.331807|0.288513,low|low|low,0.056415128416,2.84064614514,3.18582992266,0.833918115372,0.863286619499,0,0,clear|clear|clear,false|false|false,39|36|39,1,PXL-L1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00355,6,0.827017041972,PXL-L1|DU-E|QUT-H,mix_d5b28dfc8a93|mix_271852ba8676|mix_542ca972e5f6,0.331807|0.288513|0.358495,low|low|low,0.069981673942,2.84064614514,3.13661192027,0.826883540398,0.827551048267,0,0,clear|clear|clear,false|false|false,36|39|16,1,PXL-L1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00175,7,0.823635861644,DU-D|PXL-L1|QUT-pro,mix_f1f7973e5bac|mix_d5b28dfc8a93|mix_d2cf329ea054,0.344929|0.331807|0.474807,low|low|medium,0.143000483551,2.93661002842,3.20789732741,0.870741687324,0.635212558926,0,0,clear|clear|clear,false|false|false,39|36|16,1,PXL-L1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00284,8,0.815599558725,DU-D|DU-F|PXL-L2,mix_f1f7973e5bac|mix_3a41a8db47bc|mix_92e2bdebe300,0.344929|0.509773|0.350448,low|medium|low,0.164844877815,2.8747131098,3.39020459667,0.875081361703,0.57767234681,0,0,clear|clear|clear,false|false|false,39|39|6,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00679,9,0.809735843171,DU-E|PXL-L2|QUT-H,mix_271852ba8676|mix_92e2bdebe300|mix_542ca972e5f6,0.288513|0.350448|0.358495,low|low|low,0.069981673942,2.78016793791,3.13393691768,0.805282041897,0.827551048267,0,0,clear|clear|clear,false|false|false,39|6|16,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Lead Me,Similar Ratings,LeadMe_SimilarRatings_00591,10,0.800676154863,DU-E|PXL-L4|McG-pro2,mix_271852ba8676|mix_c7d9a071ba25|mix_d3e3580b6e30,0.288513|0.516818|0.547365,low|medium|high,0.25885199709,3.08444132181,3.1779783964,0.918333030177,0.330048653607,0,0,clear|clear|clear,false|false|false,39|6|45,2,McG-pro2|PXL-L4,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00019,1,0.808111837822,McG-R|McG-T|McG-X,mix_0ba76f420c1d|mix_be2ccd4c43ff|mix_cbf8555ee2b2,0.391331|0.315779|0.326821,medium|low|low,0.075551855144,1.88514897969,2.62783949143,0.778089173035,0.928202496972,0,0,clear|clear|clear,false|false|false,40|40|40,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00038,2,0.793820116897,McG-pro1|McG-U|McG-T,mix_132e75f34470|mix_37681ed84b6b|mix_be2ccd4c43ff,0.741587|0.459459|0.315779,high|medium|low,0.425808297579,2.24349284301,2.59371918068,0.992275146122,0,0,0,clear|clear|clear,false|false|false,40|40|40,2,McG-U|McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00020,3,0.787114704183,McG-R|McG-T|McG-V,mix_0ba76f420c1d|mix_be2ccd4c43ff|mix_e08faaf8bbb3,0.391331|0.315779|0.510319,medium|low|high,0.194540044024,2.05828285308,2.38653682629,0.830674378083,0.612876008583,0,0,clear|clear|clear,false|false|false,40|40|40,1,McG-V,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00039,4,0.761400120409,McG-pro1|McG-U|McG-X,mix_132e75f34470|mix_37681ed84b6b|mix_cbf8555ee2b2,0.741587|0.459459|0.326821,high|medium|low,0.414765609834,2.24349284301,2.38240795817,0.944434189193,0.0292638452756,0,0,clear|clear|clear,false|false|false,40|40|40,2,McG-U|McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00009,5,0.736031088085,McG-R|McG-pro1|McG-T,mix_0ba76f420c1d|mix_132e75f34470|mix_be2ccd4c43ff,0.391331|0.741587|0.315779,medium|high|low,0.425808297579,2.12138547376,2.60865236481,0.920038860107,0,0,0,clear|clear|clear,false|false|false,40|40|40,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00050,6,0.734808256677,McG-U|McG-T|McG-X,mix_37681ed84b6b|mix_be2ccd4c43ff|mix_cbf8555ee2b2,0.459459|0.315779|0.326821,medium|low|low,0.14367977819,1.88514897969,2.42247942422,0.731595560375,0.747659041882,0,0,clear|clear|clear,false|false|false,40|40|40,1,McG-U,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00021,7,0.730246838337,McG-R|McG-X|McG-V,mix_0ba76f420c1d|mix_cbf8555ee2b2|mix_e08faaf8bbb3,0.391331|0.326821|0.510319,medium|low|high,0.183497356279,1.9297504407,2.39181594373,0.752273584457,0.642139853859,0,0,clear|clear|clear,false|false|false,40|40|40,1,McG-V,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00010,8,0.72065248679,McG-R|McG-pro1|McG-X,mix_0ba76f420c1d|mix_132e75f34470|mix_cbf8555ee2b2,0.391331|0.741587|0.326821,medium|high|low,0.414765609834,2.12138547376,2.49142992842,0.893499647169,0.0292638452756,0,0,clear|clear|clear,false|false|false,40|40|40,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00051,9,0.705862090734,McG-U|McG-T|McG-V,mix_37681ed84b6b|mix_be2ccd4c43ff|mix_e08faaf8bbb3,0.459459|0.315779|0.510319,medium|low|high,0.194540044024,1.94282540096,2.25373373245,0.729108611272,0.612876008583,0,0,clear|clear|clear,false|false|false,40|40|40,2,McG-U|McG-V,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Pouring Room,Similar Ratings,PouringRoom_SimilarRatings_00053,10,0.695563603427,McG-W|McG-T|McG-X,mix_786fc67a9418|mix_be2ccd4c43ff|mix_cbf8555ee2b2,0.364238|0.315779|0.326821,low|low|low,0.048459126921,1.88514897969,2.20321724965,0.681954504284,1,0,0.05,review|clear|clear,true|false|false,40|40|40,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00059,1,0.857771022671,McG-B|McG-G|McG-F,mix_7ac13e0b6376|mix_b4b312ffa4d6|mix_dcc6aef84d67,0.527445|0.513282|0.320185,medium|medium|low,0.207260722208,2.59969815564,2.74048811256,0.990141444634,0.578289334821,0,0.05,review|clear|clear,true|false|false,26|26|26,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00066,2,0.845530355657,McG-pro1|McG-D|McG-F,mix_808780e357c9|mix_8978729ff911|mix_dcc6aef84d67,0.361486|0.401689|0.320185,low|low|low,0.081504038215,2.20895117647,2.6095128006,0.816401800379,0.962044576771,0,0,clear|clear|clear,false|false|false,26|26|26,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00075,3,0.831551055273,McG-D|McG-G|McG-F,mix_8978729ff911|mix_b4b312ffa4d6|mix_dcc6aef84d67,0.401689|0.513282|0.320185,low|medium|low,0.193097250492,2.40210411945,2.56433410661,0.884061281355,0.621510150945,0,0,clear|clear|clear,false|false|false,26|26|26,0,,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00035,4,0.815100556892,McG-H|McG-pro1|McG-D,mix_5b76bf1a027d|mix_808780e357c9|mix_8978729ff911,0.444789|0.361486|0.401689,medium|low|low,0.083302311077,2.20895117647,2.38834564219,0.779736440508,0.956557022429,0,0,clear|clear|clear,false|false|false,26|26|26,2,McG-H|McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00040,5,0.796010325384,McG-H|McG-D|McG-G,mix_5b76bf1a027d|mix_8978729ff911|mix_b4b312ffa4d6,0.444789|0.401689|0.513282,medium|low|medium,0.111593212277,2.19547731062,2.40621465482,0.777456562842,0.870225375551,0,0,clear|clear|clear,false|false|false,26|26|26,1,McG-H,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00031,6,0.78479171966,McG-H|McG-B|McG-G,mix_5b76bf1a027d|mix_7ac13e0b6376|mix_b4b312ffa4d6,0.444789|0.527445|0.513282,medium|medium|medium,0.082656620199,2.19547731062,2.5654681551,0.803857801345,0.958527392919,0,0.05,clear|review|clear,false|true|false,26|26|26,1,McG-H,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00069,7,0.778332930275,McG-pro1|McG-G|McG-F,mix_808780e357c9|mix_b4b312ffa4d6|mix_dcc6aef84d67,0.361486|0.513282|0.320185,low|medium|low,0.193097250492,2.17469013793,2.69677620418,0.817538625108,0.621510150945,0,0,clear|clear|clear,false|false|false,26|26|26,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00052,8,0.759543689313,McG-B|McG-pro1|McG-F,mix_7ac13e0b6376|mix_808780e357c9|mix_dcc6aef84d67,0.527445|0.361486|0.320185,medium|low|low,0.207260722208,2.25877221386,2.79995537769,0.867357277936,0.578289334821,0,0.05,review|clear|clear,true|false|false,26|26|26,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00065,9,0.754294368709,McG-pro1|McG-D|McG-G,mix_808780e357c9|mix_8978729ff911|mix_b4b312ffa4d6,0.361486|0.401689|0.513282,low|low|medium,0.15179545956,2.17469013793,2.32546138202,0.755981603363,0.747545430095,0,0,clear|clear|clear,false|false|false,26|26|26,1,McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
Red To Blue,Similar Ratings,RedToBlue_SimilarRatings_00029,10,0.753177028177,McG-H|McG-B|McG-pro1,mix_5b76bf1a027d|mix_7ac13e0b6376|mix_808780e357c9,0.444789|0.527445|0.361486,medium|medium|low,0.165958931276,2.25877221386,2.5618877136,0.827890131729,0.704324613971,0,0.05,clear|review|clear,false|true|false,26|26|26,2,McG-H|McG-pro1,Acoustic diversity weighted 0.8; rating stratification weighted 0.2; ratings did not modify acoustic distances.
